,,,,,,,,,,,,"E"
,,,,,,,,,,,,"F"
"3L9P","X-RAY DIFFRACTION",,"3L9P","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","GLYCEROL","B"
,,,,,,,,,,,,"C"
,,,,,,,,,,,,"D"
,,,,,,,,,,,,"E"
"3LCS","X-RAY DIFFRACTION",,"3LCS","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","STAUROSPORINE","B"
,,,,,,,,,,,"GLYCEROL","D"
,,,,,,,,,,,,"C"
"3LCT","X-RAY DIFFRACTION",,"3LCT","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","GLYCEROL","D"
,,,,,,,,,,,,"B"
,,,,,,,,,,,"ADENOSINE-5'-DIPHOSPHATE","C"
"4ANL","X-RAY DIFFRACTION",,"4ANL","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1"
"4ANQ","X-RAY DIFFRACTION","VGH","4ANQ","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine","B"
"4ANS","X-RAY DIFFRACTION","VGH","4ANS","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine","B"
"4CCB","X-RAY DIFFRACTION","OFG","4CCB","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[(1R)-1-[5-fluoranyl-2-(1,2,3-triazol-2-yl)phenyl]ethoxy]-5-(3-methyl-1H-pyrazol-4-yl)pyridin-2-amine","B"
"4CCU","X-RAY DIFFRACTION","AWF","4CCU","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","2-(5-(6-amino-5-((R)-1-(5-fluoro-2-(2H-1,2,3-triazol-2-yl)phenyl)ethoxy)pyridin-3-yl)-4-methylthiazol-2-yl)propan-2-ol","B"
"4CD0","X-RAY DIFFRACTION",,"4CD0","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(2R)-2-[5-(6-amino-5-{(1R)-1-[2-(1,3-dihydro-2H-1,2,3-triazol-2-yl)-5-fluorophenyl]ethoxy}pyridin-3-yl)-4-methyl-1,3-thiazol-2-yl]propane-1,2-diol","B"
"4CLI","X-RAY DIFFRACTION",,"4CLI","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile","B"
"4CLJ","X-RAY DIFFRACTION",,"4CLJ","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile","B"
"4CMO","X-RAY DIFFRACTION","YPW","4CMO","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","2-[(1R)-1-{[3-amino-6-(2-methoxypyridin-3-yl)pyrazin-2-yl]oxy}ethyl]-4-fluoro-N-methylbenzamide","B"
"4CMT","X-RAY DIFFRACTION",,"4CMT","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-{(1R)-1-[2-(1,3-dihydro-2H-1,2,3-triazol-2-yl)-5-fluorophenyl]ethoxy}-5-[3-(methylsulfonyl)phenyl]pyridin-2-amine","B"
"4CMU","X-RAY DIFFRACTION","IV7","4CMU","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(10R)-7-amino-12-fluoro-1,3,10,16-tetramethyl-16,17-dihydro-1H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecin-15(10H)-one","B"
"4CNH","X-RAY DIFFRACTION","3U9","4CNH","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[(1R)-1-(5-fluoro-2-methoxyphenyl)ethoxy]-5-(1-methyl-1H-1,2,3-triazol-5-yl)pyridin-2-amine","E"
,,,,,,,,,1,"2",,"D"
,,,,,,,,,,,,"C"
"4CTB","X-RAY DIFFRACTION","KVC","4CTB","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(5R)-8-amino-3-fluoro-5,19-dimethyl-20-oxo-5,18,19,20-tetrahydro-11,7-(azeno)pyrido[2',1':2,3]imidazo[4,5-h][2,5,11]benzoxadiazacyclotetradecine-14-carbonitrile","B"
"4CTC","X-RAY DIFFRACTION","J99","4CTC","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(10R)-7-amino-3-cyclopropyl-12-fluoro-1,10,16-trimethyl-16,17-dihydro-1H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecin-15(10H)-one","B"
"4DCE","X-RAY DIFFRACTION","0JF","4DCE","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(3S)-N-(4-methylbenzyl)-1-{2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}piperidine-3-carboxamide","C"
,,,,,,,,,1,"2",,"D"
"4FNW","X-RAY DIFFRACTION",,"4FNW","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","GLYCEROL","C"
,,,,,,,,,,,,"B"
"4FNX","X-RAY DIFFRACTION",,"4FNX","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","GLYCEROL","B"
"4FNY","X-RAY DIFFRACTION",,"4FNY","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","N-(4-chlorophenyl)-5-[(6,7-dimethoxyquinolin-4-yl)oxy]-1,3-benzoxazol-2-amine","B"
"4FNZ","X-RAY DIFFRACTION","NZF","4FNZ","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(3S)-N-[3-(trifluoromethoxy)benzyl]-1-{2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}piperidine-3-carboxamide","B"
"4FOB","X-RAY DIFFRACTION","0US","4FOB","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","N-{1-[cis-4-(hydroxymethyl)cyclohexyl]-5-(piperidin-1-ylmethyl)-1H-benzimidazol-2-yl}-3-(prop-2-en-1-ylsulfamoyl)benzamide","B"
"4FOC","X-RAY DIFFRACTION","0UU","4FOC","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","methyl cis-4-[2-(benzoylamino)-6-(piperidin-1-ylmethyl)-1H-benzimidazol-1-yl]cyclohexanecarboxylate","B"
"4FOD","X-RAY DIFFRACTION",,"4FOD","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","4-fluoro-N-{(2E)-6-{[4-(2-hydroxypropan-2-yl)piperidin-1-yl]methyl}-1-[cis-4-(propan-2-ylcarbamoyl)cyclohexyl]-1,3-dihydro-2H-benzimidazol-2-ylidene}benzamide","B"
,,,,,,,,,,,"GLYCEROL","C"
"4JOA","X-RAY DIFFRACTION","3DK","4JOA","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[1-(2,5-difluorobenzyl)-1H-pyrazol-4-yl]-5-(1-methyl-1H-pyrazol-4-yl)-1H-pyrrolo[2,3-b]pyridine","B"
"4MKC","X-RAY DIFFRACTION","4MK","4MKC","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","GLYCEROL","B"
,,,,,,,,,,,,"C"
,,,,,,,,,,,"5-chloro-N~2~-[5-methyl-4-(piperidin-4-yl)-2-(propan-2-yloxy)phenyl]-N~4~-[2-(propan-2-ylsulfonyl)phenyl]pyrimidine-2,4-diamine","D"
"4TT7","X-RAY DIFFRACTION",,"4TT7","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","1-THIOETHANESULFONIC ACID","C"
,,,,,,,,,,,,"B"
,,,,,,,,,,,"1,2-ETHANEDIOL","F"
,,,,,,,,,,,,"E"
,,,,,,,,,,,,"D"
"4Z55","X-RAY DIFFRACTION",,"4Z55","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","GLYCEROL","C"
,,,,,,,,,,,,"B"
,,,,,,,,,,,"N~6~-[5-methyl-4-(1-methylpiperidin-4-yl)-2-(propan-2-yloxy)phenyl]-N~4~-[2-(propan-2-ylsulfonyl)phenyl]-2H-pyrazolo[3,4-d]pyrimidine-4,6-diamine","D"
"5A9U","X-RAY DIFFRACTION",,"5A9U","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile","B"
"5AA8","X-RAY DIFFRACTION",,"5AA8","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile","B"
"5AA9","X-RAY DIFFRACTION",,"5AA9","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile","B"
"5AAA","X-RAY DIFFRACTION","VGH","5AAA","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine","B"
"5AAB","X-RAY DIFFRACTION","VGH","5AAB","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine","B"
"5AAC","X-RAY DIFFRACTION","VGH","5AAC","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine","B"
"5FTO","X-RAY DIFFRACTION","YMX","5FTO","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","Entrectinib","B"
"5FTQ","X-RAY DIFFRACTION","U4W","5FTQ","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","N-[5-(3,5-DIFLUOROBENZYL)-1H-INDAZOL-3-YL]-2-[(4-HYDROXYCYCLOHEXYL)AMINO]-4-(4-METHYLPIPERAZIN-1-YL) BENZAMIDE","B"
,,,,,,,,,,,"GLYCEROL","C"
"5IMX","X-RAY DIFFRACTION","CZ4","5IMX","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","5-chloro-N~2~-{5-methyl-4-(1-methylpiperidin-4-yl)-2-[(propan-2-yl)oxy]phenyl}-N~4~-{1-methyl-3-[(propan-2-yl)sulfonyl]-1H-pyrazol-4-yl}pyrimidine-2,4-diamine","B"
"5IUG","X-RAY DIFFRACTION","729","5IUG","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","N-[3-(4-{[(5-tert-butyl-1,2-oxazol-3-yl)carbamoyl]amino}-3-methylphenyl)-1H-pyrazol-5-yl]-4-[(4-methylpiperazin-1-yl)methyl]benzamide","B"
"5IUH","X-RAY DIFFRACTION","34Y","5IUH","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","4-[(4-methylpiperazin-1-yl)methyl]-N-{3-[3-methyl-4-({[5-(propan-2-yl)-1,2-oxazol-3-yl]carbamoyl}amino)phenyl]-1H-pyrazol-5-yl}benzamide","B"
"5IUI","X-RAY DIFFRACTION","45Q","5IUI","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","N-[3-(4-amino-3-methylphenyl)-1H-pyrazol-5-yl]-4-[(4-methylpiperazin-1-yl)methyl]benzamide","B"
"5KZ0","X-RAY DIFFRACTION","6YL","5KZ0","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","2-[(1~{R})-1-[2-azanyl-5-(1,3-dimethylpyrazol-4-yl)pyridin-3-yl]oxyethyl]-4-fluoranyl-~{N},~{N}-dimethyl-benzamide","B"
"5VZ5","X-RAY DIFFRACTION",,"5VZ5","Protein","Homo sapiens",9606,,"1",3,"1","GLYCEROL","O"
,,,,"Protein","Homo sapiens",9606,"2.7.10.1","3",,,,"N"
,,,,"Protein","Homo sapiens",9606,,"2",,,,"H"
,,,,,,,,,,,,"G"
,,,,,,,,,,,,"F"
,,,,,,,,,,,,"E"
,,,,,,,,,,,,"D"
,,,,,,,,,,,"SULFATE ION","M"
,,,,,,,,,,,,"L"
,,,,,,,,,,,,"K"
,,,,,,,,,,,,"J"
,,,,,,,,,,,,"I"
"6AT9","X-RAY DIFFRACTION",,"6AT9","Protein","Homo sapiens",9606,"2.7.10.1","3",3,"1"
,,,,"Protein","Homo sapiens",9606,,"2"
,,,,"Protein","Homo sapiens",9606,,"1"
"6CDT","X-RAY DIFFRACTION",,"6CDT","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1"
"6E0R","X-RAY DIFFRACTION","HKJ","6E0R","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","N-[(1S)-1-(5-fluoropyridin-2-yl)ethyl]-1-(5-methyl-1H-pyrazol-3-yl)-3-[(oxetan-3-yl)sulfonyl]-1H-pyrrolo[2,3-b]pyridin-6-amine","B"
"6EBW","X-RAY DIFFRACTION",,"6EBW","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","[6-{[(1S)-1-(5-fluoropyridin-2-yl)ethyl]amino}-1-(5-methyl-1H-pyrazol-3-yl)-1H-pyrrolo[2,3-b]pyridin-3-yl](morpholin-4-yl)methanone","B"
"6EDL","X-RAY DIFFRACTION",,"6EDL","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","N-[(1S)-1-(2,4-difluorophenyl)ethyl]-3-(5-methyl-1H-pyrazol-3-yl)imidazo[1,2-b]pyridazin-6-amine","B"
"6MX8","X-RAY DIFFRACTION","6GY","6MX8","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","5-chloro-N~4~-[2-(dimethylphosphoryl)phenyl]-N~2~-{2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]phenyl}pyrimidine-2,4-diamine","B"
"7BTT","X-RAY DIFFRACTION",,"7BTT","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","2-(dimethylamino)-1-[5-methoxy-6-[[4-[(2-propan-2-ylsulfonylphenyl)amino]-5H-pyrrolo[3,2-d]pyrimidin-2-yl]amino]-2,3-dihydroindol-1-yl]ethanone","B"
"7JY4","X-RAY DIFFRACTION",,"7JY4","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","1-{(1S,2S)-1-(2,4-difluorophenyl)-2-[2-(3-methyl-1H-pyrazol-5-yl)-4-(trifluoromethyl)phenoxy]cyclopropyl}methanamine","B"
,,,,,,,,,,,,"C"
"7JYR","X-RAY DIFFRACTION",,"7JYR","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","4-{[(1R,2R)-2-(2,4-difluorophenyl)cyclopropyl]oxy}-3-(5-methyl-1H-pyrazol-3-yl)benzonitrile","B"
,,,,,,,,,,,"1,2-ETHANEDIOL","D"
,,,,,,,,,,,,"C"
"7JYS","X-RAY DIFFRACTION",,"7JYS","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-(3-chlorophenyl)-5-methyl-1H-pyrazole","B"
,,,,,,,,,,,"1,2-ETHANEDIOL","C"
"7JYT","X-RAY DIFFRACTION",,"7JYT","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","GLYCEROL","B"
,,,,,,,,,,,"3-(3-methyl-1H-pyrazol-5-yl)pyridine","C"
"7LRZ","X-RAY DIFFRACTION",,"7LRZ","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1"
"7LS0","X-RAY DIFFRACTION",,"7LS0","Protein","Homo sapiens",9606,"2.7.10.1","1",2,"1","CITRIC ACID","F"
,,,,,"Homo sapiens",9606,,,2,"2",,"E"
,,,,,,,,,,,"2-acetamido-2-deoxy-beta-D-glucopyranose","G"
"7MZY","X-RAY DIFFRACTION",,"7MZY","Protein","Homo sapiens",9606,"2.7.10.1","1",2,"1","ACETATE ION","C"
,,,,,,,,,,,,"D"
"7NWZ","X-RAY DIFFRACTION",,"7NWZ","Protein","Homo sapiens",9606,,"1",3,"1","2-acetamido-2-deoxy-beta-D-glucopyranose","G"
,,,,"Protein","Homo sapiens",9606,"2.7.10.1","2",3,"2",,"H"
,,,,,,,,,,,,"I"
,,,,,,,,,,,,"J"
,,,,,,,,,,,,"K"
,,,,,,,,,,,,"L"
"7NX3","X-RAY DIFFRACTION",,"7NX3","Protein","Homo sapiens",9606,"2.7.10.1","1",3,"1","2-acetamido-2-deoxy-beta-D-glucopyranose","N"
,,,,"Protein","Mus musculus",10090,,"3",3,"2",,"M"
,,,,"Protein","Mus musculus",10090,,"2",,,,"L"
,,,,,,,,,,,,"K"
,,,,,,,,,,,,"J"
,,,,,,,,,,,,"I"
,,,,,,,,,,,,"H"
,,,,,,,,,,,,"G"
"7NX4","X-RAY DIFFRACTION",,"7NX4","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","2-acetamido-2-deoxy-beta-D-glucopyranose","B"
,,,,,,,,,,,,"C"
,,,,,,,,,,,,"E"
,,,,,,,,,,,,"D"
,,,,,,,,,,,"ZINC ION","F"
,,,,,,,,,,,"NICKEL (II) ION","H"
,,,,,,,,,,,,"G"
"7R7K","X-RAY DIFFRACTION",,"7R7K","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","4-(6-amino-5-{(1R)-1-[5-fluoro-2-(2H-1,2,3-triazol-2-yl)phenyl]ethoxy}pyridin-3-yl)-2,3-dihydro-1H-isoindol-1-one","B"
"7R7R","X-RAY DIFFRACTION",,"7R7R","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","(2R)-2-[5-(6-amino-5-{(1R)-1-[2-(1,3-dihydro-2H-1,2,3-triazol-2-yl)-5-fluorophenyl]ethoxy}pyridin-3-yl)-4-methyl-1,3-thiazol-2-yl]propane-1,2-diol","B"
"8ARJ","X-RAY DIFFRACTION",,"8ARJ","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","3-(dimethylamino)-1-[3-[4-(4-methylpiperazin-1-yl)phenyl]-9~{H}-pyrido[2,3-b]indol-6-yl]prop-2-en-1-one","B"
"9GBE","X-RAY DIFFRACTION",,"9GBE","Protein","Homo sapiens",9606,"2.7.10.1","1",1,"1","NVL-655","B"
